,SFC,OPERATION,Unique concatenate(DESCRIPTION),Unique concatenate(ITEM_GROUP),Unique count(DESCRIPTION),ITEM_NO,QTY,ROUTER,STEP_ID,RESRCE,WORK_CENTER,QTY_STARTED,QTY_COMPLETED,QTY_DONE,QTY_SCRAPPED,QTY_NON_CONFORMED,ELAPSED_TIME,ELAPSED_QUEUE_TIME,PREVIOUS_RESOURCE_BO,SFC_DONE,SHOP_ORDER_BO,DATE_TIME,ITEM_DESCRIPTION,ITEM_TYPE,OPERATION_DESCRIPTION,TYPE,SPECIAL_INSTRUCTION,RESOURCE_DESCRIPTION,SETUP_STATE,SETUP_DESCRIPTION,WORKCENTER_DESCRIPTION,WC_CATEGORY,WC_TYPE,SHOP_ORDER,QTY_ORDERED,QTY_RELEASED,QTY_DONE_SO,CUSTOMER,TRANSFER_SITE,PROCESSING_TIME_SECS,WAITING_TIME_SECS,DESCRIPTION,case:concept:name,concept:name,org:resource,time:timestamp
0,845804952,A011600,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,10,3625,A010205,1,1,0,0,0,6298,26549,,False,"ShopOrderBO:0001,60358202",08-06-2020 10:22:16,BK V2 T A250 DN25 unr,M,Stutzen befetten,N,,Station 3.03 Fetten,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,6.298,26.549,Monti2 nicht Ve,A010205,A011600Stutzen befetten,3625,08-06-2020 10:22:16
1,845804952,A011800,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,20,3627,A010205,1,1,0,0,0,5289,47893,"ResourceBO:0001,3625",False,"ShopOrderBO:0001,60358202",08-06-2020 10:22:48,BK V2 T A250 DN25 unr,M,Aussenmagnet montieren,N,,Station 3.05 Aussenmagnet einsetzen,S,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,5.289,47.893,Monti2 nicht Ve,A010205,A011800Aussenmagnet montieren,3627,08-06-2020 10:22:48
2,845804952,A011900,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,30,3628,A010205,1,1,0,0,0,8405,23696,"ResourceBO:0001,3627",False,"ShopOrderBO:0001,60358202",08-06-2020 10:23:40,BK V2 T A250 DN25 unr,M,Messwerk einsetzen,N,,Station 3.06 Messwerk einsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,8.405,23.696,Monti2 nicht Ve,A010205,A011900Messwerk einsetzen,3628,08-06-2020 10:23:40
3,845804952,A012000,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,40,3629,A010205,1,1,0,0,0,9541,10769,"ResourceBO:0001,3628",False,"ShopOrderBO:0001,60358202",08-06-2020 10:24:11,BK V2 T A250 DN25 unr,M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,9.541,10.769,Monti2 nicht Ve,A010205,A012000Oberteil dosieren,3629,08-06-2020 10:24:11
4,845804952,A012200,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,50,3630,A010205,1,1,0,0,0,3596,4014,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60358202",08-06-2020 10:24:30,BK V2 T A250 DN25 unr,M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,3.596,4.014,Monti2 nicht Ve,A010205,A012200Unterteil aufsetzen,3630,08-06-2020 10:24:30
5,845804952,A012300,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,60,3631,A010206,1,1,0,0,0,14864,10912,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60358202",08-06-2020 10:24:37,BK V2 T A250 DN25 unr,M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,14.864,10.912,Monti2 nicht Ve,A010206,A012300Falz auflegen,3631,08-06-2020 10:24:37
6,845804952,A012500,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,70,3632,A010206,1,1,0,0,0,9527,7798,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60358202",08-06-2020 10:25:01,BK V2 T A250 DN25 unr,M,Zähler vorbördeln,N,,Station 3.10 Vorbördeln Nr. 1,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,9.527,7.798,Monti2 nicht Ve,A010206,A012500Zähler vorbördeln,3632,08-06-2020 10:25:01
7,845804952,A012600,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,80,3863,A010206,1,1,0,0,0,10367,4038,"ResourceBO:0001,3632",False,"ShopOrderBO:0001,60358202",08-06-2020 10:25:17,BK V2 T A250 DN25 unr,M,Zähler fertigbördeln,N,,Station 3.10 Fertigbördeln Nr. 1,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,10.367,4.038,Monti2 nicht Ve,A010206,A012600Zähler fertigbördeln,3863,08-06-2020 10:25:17
8,845804952,A012800,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,90,3944,A010207,1,1,0,0,0,19873,42273,"ResourceBO:0001,3863",False,"ShopOrderBO:0001,60358202",08-06-2020 10:25:31,BK V2 T A250 DN25 unr,M,Zähler dichtheitsprüfen,N,,Prüfkammer 10,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,19.873,42.273,Monti2 nicht Ve,A010207,A012800Zähler dichtheitsprüfen,3944,08-06-2020 10:25:31
9,845804952,A013500,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,120,7279,A0102,1,1,1,0,0,3,69264,"ResourceBO:0001,3944",True,"ShopOrderBO:0001,60358202",08-06-2020 10:26:32,BK V2 T A250 DN25 unr,M,Zähler abstapeln,N,,0030 Station 5.04 Wagen 3 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60358202,0,40218,38699,,,0.003,69.264,Monti2 nicht Ve,A0102,A013500Zähler abstapeln,7279,08-06-2020 10:26:32
0,845596837,A011600,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,10,3625,A010205,1,1,0,0,0,6177,26857,,False,"ShopOrderBO:0001,60358202",08-06-2020 10:23:32,BK V2 T A250 DN25 unr,M,Stutzen befetten,N,,Station 3.03 Fetten,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,6.177,26.857,Monti2 nicht Ve,A010205,A011600Stutzen befetten,3625,08-06-2020 10:23:32
1,845596837,A011800,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,20,3627,A010205,1,1,0,0,0,5309,46167,"ResourceBO:0001,3625",False,"ShopOrderBO:0001,60358202",08-06-2020 10:24:04,BK V2 T A250 DN25 unr,M,Aussenmagnet montieren,N,,Station 3.05 Aussenmagnet einsetzen,S,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,5.309,46.167,Monti2 nicht Ve,A010205,A011800Aussenmagnet montieren,3627,08-06-2020 10:24:04
2,845596837,A011900,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,30,3628,A010205,1,1,0,0,0,8392,23732,"ResourceBO:0001,3627",False,"ShopOrderBO:0001,60358202",08-06-2020 10:24:55,BK V2 T A250 DN25 unr,M,Messwerk einsetzen,N,,Station 3.06 Messwerk einsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,8.392,23.732,Monti2 nicht Ve,A010205,A011900Messwerk einsetzen,3628,08-06-2020 10:24:55
3,845596837,A012000,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,40,3629,A010205,1,1,0,0,0,9558,10960,"ResourceBO:0001,3628",False,"ShopOrderBO:0001,60358202",08-06-2020 10:25:26,BK V2 T A250 DN25 unr,M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,9.558,10.96,Monti2 nicht Ve,A010205,A012000Oberteil dosieren,3629,08-06-2020 10:25:26
4,845596837,A012200,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,50,3630,A010205,1,1,0,0,0,3619,3898,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60358202",08-06-2020 10:25:45,BK V2 T A250 DN25 unr,M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,3.619,3.898,Monti2 nicht Ve,A010205,A012200Unterteil aufsetzen,3630,08-06-2020 10:25:45
5,845596837,A012300,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,60,3631,A010206,1,1,0,0,0,14580,10964,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60358202",08-06-2020 10:25:51,BK V2 T A250 DN25 unr,M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,14.58,10.964,Monti2 nicht Ve,A010206,A012300Falz auflegen,3631,08-06-2020 10:25:51
6,845596837,A012500,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,70,3632,A010206,1,1,0,0,0,9232,8074,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60358202",08-06-2020 10:26:15,BK V2 T A250 DN25 unr,M,Zähler vorbördeln,N,,Station 3.10 Vorbördeln Nr. 1,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,9.232,8.074,Monti2 nicht Ve,A010206,A012500Zähler vorbördeln,3632,08-06-2020 10:26:15
7,845596837,A012600,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,80,3863,A010206,1,1,0,0,0,10482,3964,"ResourceBO:0001,3632",False,"ShopOrderBO:0001,60358202",08-06-2020 10:26:32,BK V2 T A250 DN25 unr,M,Zähler fertigbördeln,N,,Station 3.10 Fertigbördeln Nr. 1,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,10.482,3.964,Monti2 nicht Ve,A010206,A012600Zähler fertigbördeln,3863,08-06-2020 10:26:32
8,845596837,A012800,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,90,3944,A010207,1,1,0,0,0,19704,42885,"ResourceBO:0001,3863",False,"ShopOrderBO:0001,60358202",08-06-2020 10:26:45,BK V2 T A250 DN25 unr,M,Zähler dichtheitsprüfen,N,,Prüfkammer 10,O,,Monti 2 - Heliumprüfung,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,19.704,42.885,Monti2 nicht Ve,A010207,A012800Zähler dichtheitsprüfen,3944,08-06-2020 10:26:45
9,845596837,A013500,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,120,7279,A0102,1,1,1,0,0,4,68272,"ResourceBO:0001,3944",True,"ShopOrderBO:0001,60358202",08-06-2020 10:27:46,BK V2 T A250 DN25 unr,M,Zähler abstapeln,N,,0030 Station 5.04 Wagen 3 BWM ZONE,O,,Monti 2,LEVEL3,ASSEMBLY,60358202,0,40218,38699,,,0.004,68.272,Monti2 nicht Ve,A0102,A013500Zähler abstapeln,7279,08-06-2020 10:27:46
0,845571998,A011600,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,10,3625,A010205,1,1,0,0,0,6040,27325,,False,"ShopOrderBO:0001,60358202",08-06-2020 10:24:46,BK V2 T A250 DN25 unr,M,Stutzen befetten,N,,Station 3.03 Fetten,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,6.04,27.325,Monti2 nicht Ve,A010205,A011600Stutzen befetten,3625,08-06-2020 10:24:46
1,845571998,A011800,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,20,3627,A010205,1,1,0,0,0,5359,45963,"ResourceBO:0001,3625",False,"ShopOrderBO:0001,60358202",08-06-2020 10:25:19,BK V2 T A250 DN25 unr,M,Aussenmagnet montieren,N,,Station 3.05 Aussenmagnet einsetzen,S,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,5.359,45.963,Monti2 nicht Ve,A010205,A011800Aussenmagnet montieren,3627,08-06-2020 10:25:19
2,845571998,A011900,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,30,3628,A010205,1,1,0,0,0,8473,23517,"ResourceBO:0001,3627",False,"ShopOrderBO:0001,60358202",08-06-2020 10:26:09,BK V2 T A250 DN25 unr,M,Messwerk einsetzen,N,,Station 3.06 Messwerk einsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,8.473,23.517,Monti2 nicht Ve,A010205,A011900Messwerk einsetzen,3628,08-06-2020 10:26:09
3,845571998,A012000,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,40,3629,A010205,1,1,0,0,0,9645,11177,"ResourceBO:0001,3628",False,"ShopOrderBO:0001,60358202",08-06-2020 10:26:40,BK V2 T A250 DN25 unr,M,Oberteil dosieren,N,,Station 3.07 Dosieren Oberteil,S,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,9.645,11.177,Monti2 nicht Ve,A010205,A012000Oberteil dosieren,3629,08-06-2020 10:26:40
4,845571998,A012200,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,50,3630,A010205,1,1,0,0,0,3659,4097,"ResourceBO:0001,3629",False,"ShopOrderBO:0001,60358202",08-06-2020 10:27:00,BK V2 T A250 DN25 unr,M,Unterteil aufsetzen,N,,Station 3.08 Unterteil aufsetzen,O,,Zähler montieren,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,3.659,4.097,Monti2 nicht Ve,A010205,A012200Unterteil aufsetzen,3630,08-06-2020 10:27:00
5,845571998,A012300,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,60,3631,A010206,1,1,0,0,0,14911,11010,"ResourceBO:0001,3630",False,"ShopOrderBO:0001,60358202",08-06-2020 10:27:07,BK V2 T A250 DN25 unr,M,Falz auflegen,N,,Station 3.09 Falz auflegen,O,,Zähler verschließen,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,14.911,11.01,Monti2 nicht Ve,A010206,A012300Falz auflegen,3631,08-06-2020 10:27:07
6,845571998,A012500,"Rüstintervall Stutzen DN25, BK 4 V2 TC","A01PP000500, A00PP000600",2,82512810,1,A01PDR0023,70,3632,A010206,1,1,0,0,0,9601,7865,"ResourceBO:0001,3631",False,"ShopOrderBO:0001,60358202",08-06-2020 10:27:32,BK V2 T A250 DN25 unr,M,Zähler vorbördeln,N,,Station 3.10 Vorbördeln Nr. 1,S, ,Zähler verschließen,LEVEL1,ASSEMBLY,60358202,0,40218,38699,,,9.601,7.865,Monti2 nicht Ve,A010206,A012500Zähler vorbördeln,3632,08-06-2020 10:27:32
